index,date,epoch_time,major,minor,accuracy,rssi,proximity
1,20170113_172201,1484295721.70322,2,5,3.16227766016838,-86,Far
1,20170113_172201,1484295721.70322,1,25,5.27499706370262,-90,Far
1,20170113_172201,1484295721.70322,2,10,6.81292069057961,-92,Far
1,20170113_172201,1484295721.70322,2,4,6.81292069057961,-92,Far
2,20170113_172202,1484295722.67090,1,25,-1.0,0,<Unknown>
2,20170113_172202,1484295722.67090,2,5,3.47972795006398,-87,Far
2,20170113_172202,1484295722.67090,2,10,6.81292064186979,-92,Far
2,20170113_172202,1484295722.67090,2,4,6.81292064186979,-92,Far
3,20170113_172203,1484295723.67527,2,5,-1.0,0,<Unknown>
3,20170113_172203,1484295723.67527,1,25,-1.0,0,<Unknown>
3,20170113_172203,1484295723.67527,2,10,6.81292061637639,-92,Far
3,20170113_172203,1484295723.67527,2,4,6.81292061637639,-92,Far
3,20170113_172203,1484295723.67527,2,9,6.81292069057961,-92,Far
4,20170113_172204,1484295724.67397,2,5,-1.0,0,<Unknown>
4,20170113_172204,1484295724.67397,2,4,-1.0,0,<Unknown>
4,20170113_172204,1484295724.67397,1,25,-1.0,0,<Unknown>
4,20170113_172204,1484295724.67397,2,9,5.80609652987592,-90,Far
4,20170113_172204,1484295724.67397,2,10,6.28167159469643,-90,Far
5,20170113_172205,1484295725.66896,2,5,-1.0,0,<Unknown>
5,20170113_172205,1484295725.66896,2,4,-1.0,0,<Unknown>
5,20170113_172205,1484295725.66896,2,9,-1.0,0,<Unknown>
5,20170113_172205,1484295725.66896,1,25,-1.0,0,<Unknown>
5,20170113_172205,1484295725.66896,2,10,5.56023041071245,-88,Far
6,20170113_172206,1484295726.66429,2,5,-1.0,0,<Unknown>
6,20170113_172206,1484295726.66429,2,4,-1.0,0,<Unknown>
6,20170113_172206,1484295726.66429,2,9,-1.0,0,<Unknown>
6,20170113_172206,1484295726.66429,1,25,-1.0,0,<Unknown>
6,20170113_172206,1484295726.66429,2,10,5.78805937748793,-92,Far
6,20170113_172206,1484295726.66429,2,14,6.81292069057961,-92,Far
7,20170113_172207,1484295727.67024,2,14,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,2,10,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,2,5,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,2,4,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,2,9,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,1,25,-1.0,0,<Unknown>
7,20170113_172207,1484295727.67024,2,8,6.81292069057961,-92,Far
