index,date,epoch_time,major,minor,accuracy,rssi,proximity
1,20170113_172155,1484295715.05846,1,15,5.99484250318941,-91,Far
2,20170113_172156,1484295716.03958,1,15,-1.0,0,<Unknown>
2,20170113_172156,1484295716.03958,1,20,4.64158883361278,-89,Far
3,20170113_172157,1484295717.02997,1,15,-1.0,0,<Unknown>
3,20170113_172157,1484295717.02997,1,20,4.64158878741875,-89,Far
3,20170113_172157,1484295717.02997,1,25,6.81292069057961,-92,Far
4,20170113_172158,1484295718.04565,1,15,-1.0,0,<Unknown>
4,20170113_172158,1484295718.04565,1,20,4.39070653188837,-88,Far
4,20170113_172158,1484295718.04565,1,25,5.32993134712137,-89,Far
4,20170113_172158,1484295718.04565,1,13,5.99484250318941,-91,Far
4,20170113_172158,1484295718.04565,1,24,5.99484250318941,-91,Far
4,20170113_172158,1484295718.04565,1,14,6.81292069057961,-92,Far
5,20170113_172159,1484295719.03999,1,15,-1.0,0,<Unknown>
5,20170113_172159,1484295719.03999,1,13,-1.0,0,<Unknown>
5,20170113_172159,1484295719.03999,1,25,3.9386759990939,-85,Far
5,20170113_172159,1484295719.03999,1,20,4.28939815855093,-88,Far
5,20170113_172159,1484295719.03999,1,24,5.52358520273949,-90,Far
5,20170113_172159,1484295719.03999,1,14,6.81292064186979,-92,Far
6,20170113_172200,1484295720.04506,1,15,-1.0,0,<Unknown>
6,20170113_172200,1484295720.04506,1,14,-1.0,0,<Unknown>
6,20170113_172200,1484295720.04506,1,25,3.82823859478929,-87,Far
6,20170113_172200,1484295720.04506,2,4,4.08423865267452,-88,Far
6,20170113_172200,1484295720.04506,1,20,4.51025951190977,-90,Far
6,20170113_172200,1484295720.04506,1,19,5.27499706370262,-90,Far
6,20170113_172200,1484295720.04506,1,24,5.42230645310985,-90,Far
6,20170113_172200,1484295720.04506,1,13,6.48141961723533,-92,Far
6,20170113_172200,1484295720.04506,1,3,6.81292069057961,-92,Far
7,20170113_172201,1484295721.04210,1,15,-1.0,0,<Unknown>
7,20170113_172201,1484295721.04210,1,14,-1.0,0,<Unknown>
7,20170113_172201,1484295721.04210,1,19,3.66986494205346,-86,Far
7,20170113_172201,1484295721.04210,1,25,4.3149466801972,-92,Far
7,20170113_172201,1484295721.04210,1,24,4.70391769895865,-87,Far
7,20170113_172201,1484295721.04210,1,20,4.78455249393873,-91,Far
7,20170113_172201,1484295721.04210,2,4,4.86378596037422,-90,Far
7,20170113_172201,1484295721.04210,1,12,5.99484250318941,-91,Far
7,20170113_172201,1484295721.04210,1,13,6.26626691626732,-91,Far
7,20170113_172201,1484295721.04210,1,3,6.81292064186979,-92,Far
7,20170113_172201,1484295721.04210,1,23,6.81292069057961,-92,Far
