index,date,epoch_time,major,minor,accuracy,rssi,proximity
1,20170113_172328,1484295808.57969,1,9,2.78255940220712,-85,Far
2,20170113_172329,1484295809.54868,1,9,2.78255940060264,-85,Far
3,20170113_172330,1484295810.53223,1,9,4.15563484042529,-95,Far
4,20170113_172331,1484295811.53128,1,9,5.15894629913193,-95,Far
5,20170113_172332,1484295812.52919,1,9,5.92903835685433,-95,Far
6,20170113_172333,1484295813.53125,1,9,-1.0,0,<Unknown>
7,20170113_172334,1484295814.53420,1,9,-1.0,0,<Unknown>
8,20170113_172335,1484295815.53165,1,9,-1.0,0,<Unknown>
9,20170113_172336,1484295816.53374,1,9,-1.0,0,<Unknown>
10,20170113_172337,1484295817.52917,1,9,-1.0,0,<Unknown>
11,20170113_172338,1484295818.52803,1,9,-1.0,0,<Unknown>
12,20170113_172339,1484295819.52831,1,9,-1.0,0,<Unknown>
13,20170113_172340,1484295820.53131,1,9,-1.0,0,<Unknown>
14,20170113_172351,1484295831.53309,1,9,10.0,-95,Far
15,20170113_172352,1484295832.53233,1,9,10.0,-95,Far
16,20170113_172353,1484295833.52883,1,9,-1.0,0,<Unknown>
17,20170113_172354,1484295834.52890,1,9,-1.0,0,<Unknown>
18,20170113_172355,1484295835.53043,1,9,10.0,-95,Far
19,20170113_172356,1484295836.53034,1,9,10.0,-95,Far
20,20170113_172357,1484295837.53207,1,9,9.65822743571066,-94,Far
21,20170113_172358,1484295838.53724,1,9,9.45767991753376,-94,Far
22,20170113_173116,1484296276.13531,1,9,8.79922543569107,-94,Far
23,20170113_173117,1484296277.13450,1,9,9.39961290359497,-95,Far
24,20170113_173118,1484296278.12068,1,9,9.1772707151789,-94,Far
25,20170113_173119,1484296279.12165,1,9,8.73662516573567,-93,Far
26,20170113_173120,1484296280.11945,1,9,8.49012856643214,-93,Far
27,20170113_173121,1484296281.13371,1,9,8.5495614130134,-94,Far
28,20170113_173122,1484296282.12053,1,9,8.59329292703104,-94,Far
29,20170113_173123,1484296283.13157,1,9,8.62688355714034,-94,Far
30,20170113_173124,1484296284.11718,1,9,8.65355728601761,-94,Far
31,20170113_173125,1484296285.12164,1,9,8.83277678104412,-95,Far
32,20170113_173126,1484296286.13964,1,9,8.65514037402378,-93,Far
33,20170113_173127,1484296287.12010,1,9,8.51235046010599,-93,Far
34,20170113_173128,1484296288.13262,1,9,8.39551022017145,-93,Far
35,20170113_173129,1484296289.13268,1,9,8.44928219710289,-94,Far
36,20170113_173130,1484296290.13152,1,9,8.49573249495483,-94,Far
37,20170113_173131,1484296291.11633,1,9,8.53590822840597,-94,Far
38,20170113_173132,1484296292.13614,1,9,8.70090681504915,-95,Far
39,20170113_173133,1484296293.12197,1,9,8.71263497100571,-94,Far
40,20170113_173134,1484296294.12155,1,9,8.72216759906195,-94,Far
41,20170113_173135,1484296295.12191,1,9,8.72997685328744,-94,Far
42,20170113_173136,1484296296.13217,1,9,8.73646233014627,-94,Far
43,20170113_173137,1484296297.13899,1,9,8.74194172860974,-94,Far
44,20170113_173138,1484296298.13245,1,9,8.746639952206,-94,Far
45,20170113_173139,1484296299.13420,1,9,8.75147849047965,-94,Far
46,20170113_173140,1484296300.13234,1,9,8.75628225543958,-94,Far
47,20170113_173141,1484296301.13425,1,9,8.76089993413466,-94,Far
48,20170113_173142,1484296302.13496,1,9,8.88582896294368,-95,Far
49,20170113_173143,1484296303.13311,1,9,8.87556395750804,-94,Far
50,20170113_173144,1484296304.13208,1,9,8.86628202525742,-94,Far
51,20170113_173145,1484296305.12170,1,9,8.85837695521229,-94,Far
52,20170113_173146,1484296306.11793,1,9,8.85179592350179,-94,Far
53,20170113_173147,1484296307.13221,1,9,8.84634518886621,-94,Far
54,20170113_173148,1484296308.13215,1,9,8.84181327191439,-94,Far
55,20170113_173149,1484296309.12177,1,9,8.83800637422314,-94,Far
56,20170113_173403,1484296443.52144,1,3,7.74263682681127,-93,Far
57,20170113_173404,1484296444.53562,1,9,5.99484250318941,-91,Far
57,20170113_173404,1484296444.53562,1,3,7.18965956857979,-92,Far
58,20170113_173405,1484296445.52557,1,9,6.48141961723533,-92,Far
58,20170113_173405,1484296445.52557,1,3,7.71224801288669,-94,Far
59,20170113_173406,1484296446.52032,1,9,6.92665073855239,-93,Far
59,20170113_173406,1484296446.52032,1,3,7.99062889760516,-94,Far
60,20170113_173407,1484296447.52376,1,9,6.89264098297266,-92,Far
60,20170113_173407,1484296447.52376,1,3,7.68131341257007,-92,Far
61,20170113_173408,1484296448.52386,1,9,7.27592814576489,-94,Far
61,20170113_173408,1484296448.52386,1,3,7.48683562306016,-92,Far
62,20170113_173409,1484296449.52040,1,9,7.55153032796244,-94,Far
62,20170113_173409,1484296449.52040,1,3,7.69938357414512,-94,Far
63,20170113_173410,1484296450.52346,1,3,-1.0,0,<Unknown>
63,20170113_173410,1484296450.52346,1,9,7.76002581970046,-94,Far
64,20170113_173411,1484296451.52239,1,9,-1.0,0,<Unknown>
64,20170113_173411,1484296451.52239,1,3,-1.0,0,<Unknown>
65,20170113_173412,1484296452.52219,1,9,-1.0,0,<Unknown>
65,20170113_173412,1484296452.52219,1,3,-1.0,0,<Unknown>
66,20170113_173413,1484296453.52368,1,9,-1.0,0,<Unknown>
66,20170113_173413,1484296453.52368,1,3,-1.0,0,<Unknown>
67,20170113_173414,1484296454.52306,1,9,-1.0,0,<Unknown>
67,20170113_173414,1484296454.52306,1,3,-1.0,0,<Unknown>
68,20170113_173415,1484296455.52859,1,9,-1.0,0,<Unknown>
68,20170113_173415,1484296455.52859,1,3,-1.0,0,<Unknown>
69,20170113_173416,1484296456.52203,1,9,-1.0,0,<Unknown>
69,20170113_173416,1484296456.52203,1,3,8.01644950511074,-95,Far
