index,date,epoch_time,major,minor,accuracy,rssi,proximity
1,20170113_172304,1484295784.03600,1,14,1.66810053720006,-81,Near
2,20170113_172305,1484295785.03316,1,14,1.49343645687846,-80,Near
3,20170113_172306,1484295786.03203,1,14,1.66811963015297,-82,Near
3,20170113_172306,1484295786.03203,1,13,2.44843674682223,-84,Near
3,20170113_172306,1484295786.03203,1,24,2.44843674682223,-84,Near
3,20170113_172306,1484295786.03203,1,19,2.78255940220712,-85,Near
4,20170113_172307,1484295787.03119,1,13,1.77965931664236,-81,Near
4,20170113_172307,1484295787.03119,1,14,1.89410799433981,-84,Near
4,20170113_172307,1484295787.03119,1,19,2.03706220229459,-82,Near
4,20170113_172307,1484295787.03119,1,24,2.44843674490224,-84,Near
5,20170113_172308,1484295788.03374,1,14,-1.0,0,<Unknown>
5,20170113_172308,1484295788.03374,1,24,-1.0,0,<Unknown>
5,20170113_172308,1484295788.03374,1,13,1.61680105507851,-80,Near
5,20170113_172308,1484295788.03374,1,19,1.96885661386766,-82,Near
5,20170113_172308,1484295788.03374,1,12,2.15443469003188,-83,Near
5,20170113_172308,1484295788.03374,1,8,2.15443469003188,-83,Near
5,20170113_172308,1484295788.03374,1,15,2.78255940220712,-85,Near
5,20170113_172308,1484295788.03374,1,17,3.16227766016838,-86,Far
6,20170113_172309,1484295789.03828,1,14,-1.0,0,<Unknown>
6,20170113_172309,1484295789.03828,1,24,-1.0,0,<Unknown>
6,20170113_172309,1484295789.03828,1,15,-1.0,0,<Unknown>
6,20170113_172309,1484295789.03828,1,19,-1.0,0,<Unknown>
6,20170113_172309,1484295789.03828,1,12,1.55568386744024,-80,Near
6,20170113_172309,1484295789.03828,1,13,1.70938474723829,-82,Near
6,20170113_172309,1484295789.03828,1,8,2.15443468842008,-83,Near
6,20170113_172309,1484295789.03828,1,11,2.44843674682223,-84,Far
6,20170113_172309,1484295789.03828,1,17,3.16227766938171,-86,Far
7,20170113_172310,1484295790.03340,1,13,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,14,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,24,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,15,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,17,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,19,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,8,-1.0,0,<Unknown>
7,20170113_172310,1484295790.03340,1,12,1.41575757234364,-79,Near
7,20170113_172310,1484295790.03340,1,6,2.15443469003188,-83,Near
7,20170113_172310,1484295790.03340,1,16,2.15443469003188,-83,Near
7,20170113_172310,1484295790.03340,1,1,2.44843674682223,-84,Near
7,20170113_172310,1484295790.03340,1,11,2.44843674490224,-84,Far
7,20170113_172310,1484295790.03340,1,7,3.16227766016838,-86,Far
7,20170113_172310,1484295790.03340,1,2,3.16227766016838,-86,Far
8,20170113_172311,1484295791.03365,1,13,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,11,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,14,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,24,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,15,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,17,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,16,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,19,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,8,-1.0,0,<Unknown>
8,20170113_172311,1484295791.03365,1,12,1.73797281401599,-85,Near
8,20170113_172311,1484295791.03365,1,1,1.98381554210307,-82,Near
8,20170113_172311,1484295791.03365,1,6,2.39061057774259,-84,Near
8,20170113_172311,1484295791.03365,1,7,2.86521801141489,-85,Far
8,20170113_172311,1484295791.03365,1,2,2.86521801141489,-85,Far
9,20170113_172312,1484295792.03098,1,13,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,11,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,14,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,24,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,15,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,17,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,16,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,19,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,8,-1.0,0,<Unknown>
9,20170113_172312,1484295792.03098,1,12,1.97824090297962,-85,Near
9,20170113_172312,1484295792.03098,1,1,2.06074122535584,-83,Near
9,20170113_172312,1484295792.03098,1,6,2.56109847803224,-85,Near
9,20170113_172312,1484295792.03098,1,7,2.66101011063001,-84,Far
9,20170113_172312,1484295792.03098,1,2,2.66101011063001,-84,Far
